billing	card_id	codex_exit	model	usd
subscription	6a7e9517-d4856c3e	0	gpt-5.6-terra	0.0
subscription	6a7e981d-2312ca48	0	gpt-5.6-sol	0.0
subscription	6a7e9bed-2415e0a9	0	gpt-5.6-terra	0.0
subscription	6a7e9ca1-ec4d5b16	0	gpt-5.6-sol	0.0
subscription	6a7e9f7f-f9242cea	0	gpt-5.6-sol	0.0
subscription	6a7ea11f-b736354d	0	gpt-5.6-terra	0.0
subscription	6a7ea2da-4dfa8af6	0	gpt-5.6-terra	0.0
subscription	6a7ea46c-79d501b4	0	gpt-5.6-terra	0.0
subscription	6a7ea9ec-5e59752a	0	gpt-5.6-sol	0.0
subscription	6a7eaade-a7787f0d	0	gpt-5.6-terra	0.0
subscription	6a7eabdc-4ef9208d	0	gpt-5.6-sol	0.0
subscription	6a7eae70-022a181c	0	gpt-5.6-terra	0.0
subscription	6a7eb349-938ee9a7	0	gpt-5.6-sol	0.0
subscription	6a7eb38a-3e0a6f7f	0	gpt-5.6-sol	0.0
subscription	6a7ebb8c-bc24f7f8	0	gpt-5.6-terra	0.0
