billing	card_id	codex_exit	model	usd
subscription	6a8f3ebd-e47683c1	0	gpt-5.6-sol	0.0
subscription	6a8f3f79-6118c071	0	gpt-5.6-sol	0.0
subscription	6a8f3fea-fd1186ea	0	gpt-5.6-sol	0.0
subscription	6a8f40fa-cb542e7e	0	gpt-5.6-sol	0.0
subscription	6a8f4a6f-df563cec	1	gpt-5.6-sol	0.0
subscription	6a8f4a88-f5a777f1	1	gpt-5.6-sol	0.0
subscription	6a8f4aa3-11e0df2f	1	gpt-5.6-sol	0.0
subscription	6a8f4abe-3aa1c260	1	gpt-5.6-sol	0.0
subscription	6a8f4c62-2c6a7bd5	1	gpt-5.6-sol	0.0
subscription	6a8f4c91-d5965424	1	gpt-5.6-sol	0.0
subscription	6a8f4cbf-eb6592ff	1	gpt-5.6-sol	0.0
subscription	6a8f4e81-8e6c5015	0	gpt-5.6-sol	0.0
subscription	6a8f4ee9-9ad08621	0	gpt-5.6-sol	0.0
subscription	6a8f4f13-db000f32	0	gpt-5.6-sol	0.0
subscription	6a8f4ff5-c74593eb	0	gpt-5.6-sol	0.0
subscription	6a8f5006-8d28d9c7	0	gpt-5.6-sol	0.0
subscription	6a8f517f-864dd277	0	gpt-5.6-sol	0.0
subscription	6a8f5242-9c86adf8	0	gpt-5.6-sol	0.0
subscription	6a8f52db-d0f6ddcd	0	gpt-5.6-sol	0.0
subscription	6a8f52fa-7f6100d4	0	gpt-5.6-sol	0.0
subscription	6a8f5371-052bb779	0	gpt-5.6-sol	0.0
